name,prefecture,area,type,avg_temp,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,free_parking,tags,website,map
虹ヶ浜キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.9709456,131.9161626"
Daiwanachi field,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.5700081,136.6386634"
yoshikawa campsite,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.8920418,137.9781689"
camping ground,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.9608209,137.9000933"
名草キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.4305712,139.4518029"
無人島キャンプ場 ありが島,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.9177029,132.464842"
北金井キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3531941,139.3510314"
梅ヶ島キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.2578665,138.3248702"
茅ヶ崎市柳島 キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.3161626,139.3776869"
石城山キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.9878585,132.0390204"
室積キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.942928,131.9648383"
第2キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.0374375,139.8131081"
奥多摩福音の家,,,,,,,,,,,,,,,,,,,http://www1.odn.ne.jp/ofi/,"https://www.google.com/maps?q=35.814437,139.1469545"
胎内平キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.0200124,139.5027199"
八島キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.7524567,132.145001"
新生キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.173906,136.06279"
関沢,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.0294419,139.4129442"
タキタロウ公園オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.4772891,139.7611568"
白い森オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.1618527,139.7862395"
印旛沼サンセットヒルズ,,,,,,,,,,,,,,,,,,,http://sunsethills.shiteikanri-sakura.jp/,"https://www.google.com/maps?q=35.7479577,140.2023952"
町立キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.9143907,135.6463555"
大池公園,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.5076076,138.7635616"
weランド,,,,,,,,,,,,,,,,,,,https://notoweland.jp/,"https://www.google.com/maps?q=37.1502592,136.9733963"
あさひプライム,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.1135172,137.8337689"
北今西キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.1159295,135.6177611"
宮の向いキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.1170399,135.6146171"
ババ平キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.323436,137.6757225"
ならここの里キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.875908,138.0172084"
明ヶ島キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.9010249,138.0123343"
三石海浜公園 オートキャンプ場,,,フリー,,,,,,,,,,,,,,,電源,http://www.shinhidaka-hokkaido.jp/hotnews/detail/00000025.html#a2_2,"https://www.google.com/maps?q=42.2222782,142.6297453"
静波海水浴場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.731104,138.232461"
RECAMP砂湯,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.6233148,144.3592932"
しのつ湖公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.2136055,141.642837"
白石公園 はこだて オートキャンプ場,,,,,,,,,,,,,,,,,,,https://shiroishi-park.hakodate.jp/,"https://www.google.com/maps?q=41.756957,140.9008481"
河畔綠地,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.1343728,140.2083924"
百人浜オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=41.9940866,143.2437304"
Yamashirocho Shinrinkoen - Rest Village Yamashiro,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.7832215,135.8483911"
末山くつわ池自然公園,,Tsuzuki-gun,,,,,,,,,,,,,,,,,https://town.ujitawara.kyoto.jp/,"https://www.google.com/maps?q=34.8563983,135.837026"
Ide-cho Outdoor Activity Center Taishoike Green Park,,Tsuzuki District,,,,,,,,,,,,,,,,,http://greenprk.p1.bindsite.jp,"https://www.google.com/maps?q=34.8119728,135.8554921"
Yamahachi Campground,,Kizugawa,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.7633435,135.8963914"
笠置キャンプ場,,Sōraku-gun,,,,,,,,,,,,,,,,,https://kasagi.kyoto-fsci.or.jp/,"https://www.google.com/maps?q=34.7590176,135.9357301"
猿田川野営場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.3019375,139.7282938"
くるみ台野営場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=40.4074095,140.2918992"
素波里園地キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=40.3399573,140.2457069"
井吹の森,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.7027407,135.0437266"
旭高原元気村,,,,,,,,,,,,,,,,,,,https://www.asahikougen.co.jp/,"https://www.google.com/maps?q=35.2179076,137.406844"
国見ヶ丘,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=32.7191167,131.2811037"
ヤドリ浜キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=28.1254853,129.3625683"
輝北天球館,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=31.5930597,130.8242465"
菊池渓谷,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.0008595,130.9512773"
美濃白川クオーレの里,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.5956633,137.2189291"
菩提キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.5808924,135.6932786"
奄美フォレストポリスキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=28.3160217,129.3451783"
八東ふる里の森 バンガロー,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.4171632,134.4338211"
エコキャンプみちのく,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.2006364,140.6716407"
菊川自然活用村,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.1579947,131.0233141"
むろらん高原だんパラキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=42.4131901,141.0016849"
白崎海洋公園 オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.9761959,135.0712435"
十二坊温泉オートキャンプ場,,,,,,,,,,,,,,,,,,,https://www.12-yurara.jp/?page_id=128,"https://www.google.com/maps?q=35.0122899,136.109262"
豊田湖畔キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.2406765,131.1219806"
庄内夕日の丘ｵｰﾄｷｬﾝﾌﾟ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.8166002,139.7965404"
南の池記念公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=40.0031894,139.9518735"
ホテルきららか野営場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=39.9098026,139.7221386"
大石オートキャンプ村,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.0355634,139.5736644"
三宇田キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.6694512,129.4852703"
あそうべい,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.3057036,129.3456409"
肥中海水浴オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.3311386,130.8958383"
角島大浜海水浴場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.3538602,130.8495837"
栗駒高原オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.9383913,140.8208094"
要害キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.7901471,140.8543507"
花山青少年旅行村,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.7912203,140.8557077"
桑谷キャンプ場,,,,,,,,,,,,,,,,,,,https://www.city.okazaki.lg.jp/1100/1109/1163/p003176.html?path=C1100/C1109/C1163/P3176,"https://www.google.com/maps?q=34.8783525,137.2208461"
ふれあいパーク大原湖,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.298017,131.683482"
Free camp ground,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.6964893,134.2546415"
Camp ground Tsumajiro,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=32.7882813,132.8593995"
Free camp,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.5138188,133.8354236"
聖湖,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.6796781,132.1718134"
矢岳高原ベルトンオートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=32.085769,130.7749812"
青鹿自然公園,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=32.226945,131.4858151"
青井岳キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=31.8358917,131.228746"
尾花が森キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.9234205,141.0767657"
マオイオートランド,,長沼町,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=42.9998864,141.7246247"
高見公園キャンプ場,,東吉野村,,,,,,,,,,,,,,,,,https://takami-camp.com/,"https://www.google.com/maps?q=34.4223312,136.0185179"
Makuraseyama,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.5378629,131.8361088"
見附島シーサイドキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.3954319,137.2411311"
鉢ヶ崎オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.4439938,137.3283801"
松島オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.1281402,137.0498184"
グリーンビュー丸山オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.9950311,139.142262"
BOSCOオートキャンプベース,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.4417497,139.2118332"
キャンピングヒルズ鴨川,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.0953469,140.0785167"
朝霧オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.385681,138.5799251"
南伊豆夕日が丘キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.6973702,138.7662664"
ニューブリッチキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.5100967,138.7618444"
本栖湖スポーツセンター キャンプサイト,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.453378,138.5968098"
南伊豆夕日が丘キャップ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.6975638,138.7662944"
美濃田の淵キャンプサイト,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.0358048,133.8978655"
岳谷親水公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.860133,139.8167081"
Xưởng thịt,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.9939306,139.7582855"
潮の杜キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=31.7031508,131.4585338"
かわせみ河原,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.1170439,139.2174635"
赤城わらべの里,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.4823795,139.2079216"
天神峡キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.6481855,133.4254454"
なきじんキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=26.6582375,127.9905174"
NEW奥長良キャンプ場&WANKO,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.9661628,136.9224388"
NAO明野高原キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.9296761,136.9001505"
六ツ矢崎浜オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.3578458,136.065431"
オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.99296,137.6253247"
瀬戸田サンセットビーチ,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.280066,133.0731067"
テントサイト,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.6595392,137.3909184"
キャンプサイト,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.662908,137.3915219"
百閒洞露営地,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.453447,138.1273757"
農鳥キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.631791,138.2298707"
吉浦野営場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3164867,133.230437"
マイアミ浜オートキャンプ場,,,,,,,,,,,,,,,,,,,http://www.maiami.info,"https://www.google.com/maps?q=35.1426596,135.9899673"
鴨池海岸公園,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.0824371,132.9233038"
勝山運動公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.0830972,133.6703648"
野村ダムロッジ,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.3561777,132.6191868"
四万十川キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=32.9929424,132.9224657"
阿寒湖畔キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.433669,144.0871665"
休暇村 能登千里浜,,,,,,,,,,,,,,,,,,,https://www.qkamura.or.jp/noto/camp/,"https://www.google.com/maps?q=36.9119378,136.7703545"
高松市 峰山公園,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.3304984,134.025792"
Sunset beach campsite,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.1058229,129.1713499"
朱鞠内湖キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=44.301048,142.1802129"
Free campsite with shower and toilet,,,,,,,,,,,,,,,,,,温浴,,"https://www.google.com/maps?q=33.8590278,129.6998885"
not a campsite but good for camping,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=32.004636,130.188307"
石見海浜公園オートキャンプ場,,,,,,,,,,,,,,,,,,,http://kkisp.jp/,"https://www.google.com/maps?q=34.9494079,132.1237619"
松ヶ崎ヒストリーパーク,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.9203683,138.4997303"
Kawashiro Park Camping Ground 川代公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.0777175,135.1121012"
西浜キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=39.0693492,139.8746115"
大渡キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.5268643,139.0957963"
奥道志キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.4699862,138.9439941"
洞窟,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.1003822,137.9397392"
美幌みどりの村森林公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.8367758,144.0855958"
シーサイドコリドールオートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.3639323,134.2118554"
久保キャンプ場,,,,,,,,,,,,,,,,,,,https://kubocamp.com/,"https://www.google.com/maps?q=35.5353992,139.0827473"
山伏キャンプ,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.4642135,138.9425177"
美鈴湖キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.2592477,138.0102698"
RECAMP摩周,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.4792185,144.4509561"
望洋シャンツェオートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.1591792,141.0244419"
月見野森林公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=40.776846,140.8130777"
平川市自然の森,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=40.6039135,140.6155389"
岩洞湖家族旅行村,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=39.8290231,141.3452863"
霊山湧水の里キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.7837855,140.6703834"
象潟海水浴場キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=39.2049484,139.894876"
三崎公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=39.1205704,139.8727804"
下山キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.3905592,133.5270319"
作並渓流釣り場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.3494767,140.6000858"
久多の里オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.2718278,135.8520977"
いこいの里 久多キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.2713264,135.8536852"
高谷山キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.7965126,132.8233357"
島尾キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.8334655,137.0096256"
松田江キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.8400994,137.0020723"
えひめ森林公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.7474239,132.7398278"
ふるさとふれあい村,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=38.5668598,139.6367217"
猿倉山森林公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.5578368,137.2233916"
白川ダム公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.9320091,139.9040697"
島根鼻公園オートキャンプ場,,西ノ島町,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.0845591,132.9919952"
秋吉台家族旅行村,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.2302441,131.2982396"
墓ノ木自然公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.8719976,137.5400792"
雲見夕陽 と潮騒の 岬オート キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.7142729,138.7435822"
匹見峡レストパーク,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.5498028,132.0340945"
義経海浜公園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=41.2022137,140.4300844"
川棚教育キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.0537755,129.821471"
こころのもりキャンプ場,,,,,,,,,,,,,,,,,,,http://kokoronomori.blog61.fc2.com,"https://www.google.com/maps?q=37.0580779,139.7506821"
陸奥野営場,,周防大島町,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.9500797,132.437994"
三峯グリーンランド,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.9367749,137.5871427"
三国公園鳥羽キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.1902585,134.9302621"
中の俣 北ノ俣 分岐,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3750022,137.4754546"
北ノ俣発電所,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3803738,137.4726776"
中の俣発電所,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3722597,137.47918"
池の尾発電所,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3643364,137.4581991"
ヘリポート 池の尾 上流,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3646442,137.4610319"
金木戸発電所,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3638154,137.4577333"
双六発電所,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3523417,137.4905265"
ヘリポート 金木戸 双六ダム 下,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3203295,137.4183992"
いわき市遠野オートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.054106,140.6910074"
昼ごはん,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.1998091,137.0416525"
桐花園キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.6432765,139.1396841"
穂別キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=42.8722191,142.1306137"
Free camping,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=43.1301527,143.6273424"
長崎鼻リゾートキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=33.6832748,131.5226874"
せたな青少年旅行村,,,,,,,,,,,,,,,,,,,http://town.setana.lg.jp,"https://www.google.com/maps?q=42.4572006,139.8543493"
オートキャンプ森のかわなべ,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=31.4293051,130.4673665"
根の上高原保古の湖キャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.4403922,137.4939129"
新戸キャンプ場,,相模原市,,,,,,,,,,,,,,,,,https://shindocamp.com,"https://www.google.com/maps?q=35.5671609,139.2025004"
四尾連湖 龍雲荘,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=35.5299736,138.5192353"
四尾連湖 水明荘 キャンプ場,,,,,,,,,,,,,,,,,,,http://www17.plala.or.jp/suimeisoushibire/camp.html,"https://www.google.com/maps?q=35.5291856,138.5151556"
プレイパーク蛇喰,,,,,,,,,,,,,,,,,,,http://fuji-kosan.co.jp,"https://www.google.com/maps?q=34.2845852,132.1411242"
甲武キャンプ村,,,,,,,,,,,,,,,,,,,https://tabayama-kobu.com/,"https://www.google.com/maps?q=35.7875581,138.931759"
一の瀬高原キャンプ場,,,,,,,,,,,,,,,,,,,http://www.cosmo.ne.jp/~camp/,"https://www.google.com/maps?q=35.8358719,138.8381714"
玉川キャンプ村,,,,,,,,,,,,,,,,,,,http://www8.plala.or.jp/tamacamp/,"https://www.google.com/maps?q=35.7581709,138.9805323"
ほうれんぼうの森キャンプ場,,,,,,,,,,,,,,,,,,,https://www.horenbo.com/,"https://www.google.com/maps?q=35.7595969,138.9736291"
平山キャンプ場,,,,,,,,,,,,,,,,,,,http://www.hirayamacamp.com/,"https://www.google.com/maps?q=35.7566212,138.9536297"
はれキャン,,北塩原村,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=37.687957,140.0708191"
ロハスガルテンキャンプ場,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.2060014,139.0769616"
観音山キャンプパーク・ジョイナス,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=36.3128037,138.9566283"
Yuki no onsen,,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps?q=34.4734748,132.2402015"
野口オートキャンプ場,,,,,,,,,,,,,,,,,,,https://www.city.gobo.wakayama.jp/sisetu/sisetu/1383725123644.html,"https://www.google.com/maps?q=33.8983629,135.193028"
